1 Det 1783
1 Pron 1773
1 Punc 9137
1 Conj 1950
1 END 4997
1 Zero 2
1 Dup 11
1 Interj 75
1 Num 561
1 Adj 4565
1 START 4997
1 Postp 1020
1 Noun 17717
1 Ques 188
1 Adv 2673
1 Verb 6150
3 neye Pron 5
3 kül Noun 1
3 saat Noun 17
3 başlarken Adv 1
3 döveriz Verb 1
3 mcb Noun 4
3 tencereye Noun 1
3 planladıklarını Noun 1
3 bağlamında Noun 1
3 bağırmış Verb 1
3 dam Noun 1
3 yasası'ndan Noun 1
3 olacak Verb 20
3 yola_çıkan Adj 1
3 doğrular Noun 1
3 kazası Noun 4
3 sunmak Noun 2
3 astı Verb 1
3 çocuğa Noun 3
3 ıslattığı Adj 1
3 kırmızı_türkler'in Noun 1
3 önde Noun 1
3 makineleriniz Noun 1
3 akyol'a Noun 1
3 uğramış Adj 1
3 çöküntümün Noun 1
3 şizofrenik Adj 1
3 gitmişlerdi Verb 1
3 duyamadınız Verb 1
3 köşede Noun 1
3 prof._dr._linn Noun 1
3 ; Punc 109
3 büyüsün Verb 1
3 mıknatıs Noun 1
3 girmiyor Verb 1
3 güvenirim Verb 1
3 balkon Noun 1
3 yararlanırken Adv 1
3 dolaşırken Adv 1
3 hatırlattı Verb 1
3 bismillah Noun 1
3 açıklamasında Noun 1
3 beklendiğini Noun 1
3 görse Verb 1
3 aktarılması Noun 1
3 yapılanmaya Noun 1
3 kan Verb 1
3 alınmasın Verb 2
3 başladılar Verb 3
3 kabul_edildiğinde Noun 1
3 rekabet Noun 3
3 yüzüstü Noun 1
3 ölmeseydi Verb 1
3 dönemle Noun 1
3 ölecekti Verb 1
3 sayfaya Noun 2
3 sigarama Noun 1
3 televizyon_muhabirinin Noun 1
3 külür'ün_kıran Noun 1
3 içeri Adj 1
3 tepelerin Noun 1
3 tanırdı Verb 1
3 düşünüyorsun Verb 1
3 teselli Noun 1
3 yasa Noun 6
3 çiftinden Noun 1
3 biçim_alıyordu Verb 1
3 partiden Noun 1
3 barışa Noun 2
3 dediği Adj 2
3 yirmilerindeki Adj 1
3 bitirmişti Verb 2
3 çabuk Adv 2
3 yazmamışlar Verb 1
3 öpücük Noun 1
3 materyalizm Noun 4
3 sanayiine Noun 1
3 noktasına Noun 2
3 gerçekleştirilir Verb 1
3 pazar Noun 8
3 uyarıldık Verb 1
3 el Noun 9
3 bulmuşlardı Verb 1
3 ağaçtan Noun 1
3 sabaha Noun 3
3 birileri Pron 2
3 erim Noun 1
3 aşk Noun 12
3 çıkmaya Noun 1
3 hareket_ederler Verb 1
3 evlenmişlerse Verb 1
3 kahvesinde Noun 1
3 ortadan Noun 10
3 egemimarlık'ın Noun 1
3 zamana Noun 1
3 platformlara Noun 1
3 üretilmesi Noun 1
3 isterdim Verb 3
3 emreden Adj 1
3 bölümden Noun 1
3 dans_ediyordum Verb 1
3 savcılığının Noun 1
3 aldıklarını Noun 1
3 verdiği Adj 12
3 zamanıydı Verb 1
3 aptalca Adv 4
3 uyanır_uyanmaz Verb 1
3 terbiyeli Adj 2
3 kaptanlarına Noun 1
3 gözlerinde Noun 3
3 haftanın Noun 1
3 suçlar Noun 1
3 koyu Adj 3
3 etmeyelim Verb 1
3 yaşamına Noun 1
3 ayrılmadan Adv 1
3 öğrencisiyle Noun 1
3 uyuşturucularla Noun 1
3 ormandasınız Verb 1
3 görülebiliyor Verb 1
3 yok_ediyordu Verb 2
3 rakıcının Noun 1
3 gittim Verb 3
3 sandığınız Verb 1
3 savaşının Noun 2
3 ağlamaya Verb 1
3 yürürlüğe_sokulması Noun 1
3 sanatçıydı Verb 1
3 uçuyordum Verb 1
3 ondört Num 1
3 muzır Adj 1
3 kavuşunca Adv 1
3 mırıltıyla Noun 1
3 tarzlarını Noun 1
3 elleriyle Noun 3
3 gözüme_ilişti Verb 1
3 kartvizit Noun 1
3 düşünceleri Noun 3
3 getirdikleri Noun 1
3 dokuz_aylık Adj 1
3 büyümenin Noun 1
3 i̇lin_tur'a Noun 1
3 içindir Verb 1
3 istenen Adj 1
3 oluşturmuştu Verb 1
3 ocak Noun 5
3 organlarımızla Noun 1
3 açıklayan Adj 3
3 salonda Noun 2
3 gerçeğini Noun 1
3 ne Adj 8
3 uzaklaşıyor Verb 1
3 arkadaşlarına Noun 1
3 belirleyebilmek Noun 1
3 onulmaz Adj 1
3 bulacağınıza Noun 1
3 trakya_şarküterisi'nden Noun 1
3 köpeğimizin Noun 1
3 375'e Noun 1
3 atladı Verb 1
3 altından Noun 4
3 i̇ngiltere Noun 1
3 dyp_genel_başkanlığı Noun 1
3 umutlar Noun 1
3 götürdün Verb 1
3 toplanıldı Verb 1
3 bilinen Adj 3
3 getirebilir Verb 1
3 iş Noun 24
3 maestro Noun 1
3 kızaklarından Noun 1
3 yura Noun 3
3 liderlik Noun 1
3 yazı Noun 2
3 duruyordun Verb 1
3 orası Noun 3
3 işlevi Noun 2
3 elde_edebilirler Verb 1
3 kumru Noun 1
3 günlük Noun 1
3 komşuları Noun 2
3 kapıldığım Adj 1
3 içerdiği Noun 1
3 nerden Pron 1
3 tbmm_genel_kurulu'nda Noun 1
3 göstereyim Verb 1
3 itibaren Postp 5
3 idealizm Noun 2
3 kimsem Noun 1
3 kişiyiz Verb 1
3 gerektiğini Noun 8
3 bindokuzyuzdoksandokuz Num 1
3 big_bang Noun 5
3 nilüfer Noun 1
3 vız_gelir Verb 1
3 kullandırmaya Noun 1
3 adına Noun 4
3 oluyormuş Verb 1
3 programın Noun 1
3 metodoljik Noun 1
3 icat_edilmemiş Verb 1
3 meraklı Noun 1
3 dışındaki Adj 2
3 büyütür Verb 1
3 sınanamaz Verb 1
3 sınava Noun 1
3 duyulacak Verb 2
3 sevilsin Verb 1
3 doksaniki Num 3
3 ilkedir Verb 1
3 maddelerde Noun 1
3 sözcüğünü Noun 1
3 görüşme Noun 1
3 bununla Pron 3
3 martaval_cumburlop Adv 1
3 bitmiş Verb 4
3 boş_ver Verb 1
3 öfke Noun 1
3 ta Adv 1
3 korunak Noun 1
3 moral_bozdu Verb 1
3 kırk_sekiz Num 1
3 dokunmaksızın Adv 1
3 bahçede Noun 1
3 iç Noun 3
3 tuzsuz Noun 1
3 sarhoşlar Noun 1
3 arkası Noun 1
3 yaz Noun 1
3 desteklediği Adj 1
3 türbanlı Noun 1
3 eden Adj 1
3 incelerken Adv 2
3 çıkmaktadır Verb 1
3 bence Pron 16
3 dayanağı Noun 2
3 ziyaretleri Noun 1
3 mallar Noun 1
3 asya'da Noun 1
3 taşındığım Adj 1
3 bişopuna Noun 1
3 açtıkları Noun 1
3 dikkatimi_çekti Verb 1
3 rahatlatmak Noun 1
3 güçlerin Noun 2
3 varsayımlardan Noun 1
3 bozan Adj 1
3 zenginleri Noun 1
3 arar Verb 1
3 sansar Noun 2
3 gerilip_gerilip Adv 1
3 gelsin Verb 2
3 rahatlama Noun 1
3 tasarısı Noun 3
3 di̇bs'lere Noun 1
3 sesi Noun 14
3 haline_gelecek Verb 1
3 hükümetinin Noun 1
3 kendiliğinden Adv 5
3 içindeydik Verb 1
3 balerin Noun 1
3 öyle Adv 32
3 ihale Noun 2
3 bambaşka Adj 1
3 seferlik Adj 1
3 kızartılacak Verb 1
3 çözümündeki Adj 1
3 değişiklik Noun 4
3 duymuyorum Verb 1
3 altında_olmayacak Verb 1
3 varsayım Noun 1
3 örtüştüler Verb 1
3 iki Num 84
3 onama Noun 1
3 kurusu Noun 1
3 kısmen Adv 1
3 yardım Noun 6
3 kabulünü Noun 1
3 söylemek Noun 2
3 kambur Adj 1
3 alev'in Noun 3
3 ise Noun 5
3 duruş Noun 1
3 iple_çektiğimi Noun 1
3 oğluna Noun 2
3 sınavları Noun 1
3 1854'te Noun 1
3 sürdürelim Verb 1
3 verebileceklerini Noun 2
3 gelemedi Verb 2
3 anlatacağım Noun 2
3 duygulardı Verb 1
3 kadıköy Noun 2
3 mağduru Noun 1
3 yük Noun 1
3 yakasıyla Noun 1
3 halk Noun 3
3 vermemesi Noun 1
3 varan Adj 1
3 dünyadaki Adj 1
3 musakka Noun 2
3 yaşındaydı Verb 3
3 tekillik Noun 1
3 düellosunu Noun 1
3 tanınan Adj 1
3 kabin Noun 3
3 yazgıcılığı Noun 1
3 reuters'ın Noun 1
3 sürtüşen Adj 1
3 memnundum Verb 1
3 tatlı_tatlı Adj 1
3 bezene Verb 1
3 ortaya_çıkaracak Adj 1
3 doktorlar Noun 2
3 geleceğim Verb 1
3 bulduğu Adj 2
3 hayata Noun 7
3 aşınmış Adj 1
3 pespembe Adj 1
3 üretildiğini Noun 1
3 kurbanı Noun 1
3 tempo_tuttuğunu Noun 1
3 istemini Noun 1
3 hizmeti Noun 1
3 oldukları Adj 1
3 annesi Noun 7
3 sonucu Noun 5
3 bindikçe Adv 1
3 muhtemel Adj 1
3 kaygılarıyla Noun 1
3 özellikle Adv 7
3 hüseyin_çağlan Noun 1
3 getiri Noun 5
3 kalkanlar Noun 1
3 dökülüp Adv 1
3 yapmışız Verb 1
3 nişanlanması Noun 1
3 zamandır Verb 1
3 beceremezler Verb 1
3 tartışmış Verb 1
3 harcama Noun 5
3 sahnesi Noun 1
3 beynimin Noun 1
3 i̇hracat Noun 1
3 ormandaki Adj 1
3 ziyan_etmeden Adv 1
3 gövdeninse Verb 1
3 çıkış Noun 3
3 mekan Noun 2
3 unutmayalım Verb 1
3 yüzyıldaki Adj 2
3 zorlarsam Verb 1
3 velhasıl Noun 1
3 alıntıya Noun 1
3 yaşındayken Adv 1
3 denizi Noun 1
3 söze Noun 1
3 hazırlıyor Verb 1
3 yeniden Adv 35
3 yarı Adj 9
3 kahırlandırır Verb 1
3 çifti Noun 2
3 bundan_böyle Adv 2
3 andı Verb 1
3 gelmezse Verb 1
3 kliniğe Noun 1
3 sayıda Noun 1
3 dalgasını Noun 1
3 bileğine Noun 1
3 girmek Noun 2
3 sırayla Noun 1
3 mitolojilere Noun 1
3 sıkça Adv 1
3 akıp Adv 1
3 çalışmalarıyla Noun 1
3 çalışıldığı Adj 1
3 donuk Adj 3
3 yakasının Noun 1
3 gümrük_birliği Noun 1
3 kölesinizdir Verb 1
3 sorunuzu Noun 1
3 kültür Noun 2
3 gelirken Adv 2
3 altındaki Adj 5
3 mumcu Noun 1
3 yakın Noun 3
3 ağabeyisi Noun 1
3 savunmaya Noun 1
3 işaret_ediyor Verb 1
3 yaşımda Noun 1
3 yerimde Noun 3
3 portföy Noun 1
3 kavi_kablo Noun 1
3 şadırvana Noun 1
3 bölüm Noun 2
3 yapamadım Verb 1
3 şiir Noun 3
3 saatlik Noun 4
3 sığır Noun 1
3 i̇çimi Noun 2
3 ret Noun 2
3 çıkıyorlar Verb 1
3 canlanmakta Verb 1
3 yavan Adj 1
3 amatem'de Noun 1
3 bedelini Noun 1
3 portekiz'de Noun 1
3 köşkte Noun 1
3 size Pron 13
3 kullanım Noun 1
3 koryak Noun 1
3 yoldaşı Noun 1
3 katkıda_bulunacak Verb 1
3 dörtyüzkırkdört Num 1
3 memleketimin Noun 2
3 tartışmalar Noun 1
3 ankara'da Noun 6
3 mülkiyeti Noun 1
3 birincisi Noun 6
3 saime_sezginler Noun 9
3 veren Adj 7
3 varlıklarını Noun 1
3 görünür Verb 1
3 ortalıkta Noun 1
3 danışabilmek Noun 1
3 bana_ne Pron 1
3 kararına Noun 3
3 merak_ettim Verb 1
3 kolay_olmuyor Verb 1
3 yetkililerinin Noun 1
3 izin_olacağını Noun 1
3 çoğunun Noun 1
3 tutulacağını Noun 1
3 baykal'la Noun 1
3 bakıcılık Noun 1
3 enflasyon Noun 2
3 avlanmış Adj 1
3 dil_dökmüş Verb 1
3 döker Verb 1
3 mezarlar Noun 1
3 naci_beyin Noun 1
3 yurtdışı Adj 1
3 i̇deolojik Adj 1
3 ana_jet_üs_komutanlığı'na Noun 1
3 bakıyorduk Verb 1
3 sekiz Num 7
3 düşündü Verb 1
3 seviyesi Noun 1
3 öptürdü Verb 1
3 emmioğlu Noun 1
3 rutine Noun 1
3 türkçedeki Adj 1
3 bulduğunuz Adj 1
3 tutunmaya Noun 1
3 sonraları Adv 1
3 ifadelerin Noun 2
3 beslenmiş Adj 1
3 lezzetine Noun 1
3 bütünüyle Adv 2
3 kalın Adj 3
3 okura Noun 1
3 ramiz'i Noun 1
3 küçüldüler Verb 1
3 buçuğu Noun 1
3 tecrübe_eden Adj 1
3 temizlenmiş Adj 1
3 araçların Noun 1
3 belirli Adj 1
3 limanda Noun 1
3 ellialtı Noun 1
3 tercüme_etmiş Verb 1
3 benekler Noun 1
3 hakaretten Noun 1
3 boşlukta Noun 1
3 olmamdan Noun 1
3 saçlı Adj 3
3 panayırlar Noun 1
3 durdurarak Adv 1
3 kavi'nin Noun 1
3 seviyesine Noun 1
3 matrahlarını Noun 1
3 inanırmış Verb 1
3 izlediğim Adj 1
3 toplumlara Noun 1
3 teypte Noun 2
3 deşifresini Noun 2
3 mikrofonla Noun 1
3 daraldığına Noun 1
3 ömür_uzatma_kıraathanesi Noun 2
3 yaşlılık Noun 1
3 hala Adv 12
3 jul Noun 9
3 gelecek Adj 4
3 bunalman Noun 1
3 şaşkın Adj 1
3 bunları Pron 13
3 zannettiğim Adj 1
3 bilimsel_devrim'in Noun 5
3 karanlığı Noun 1
3 sevişmelerle Noun 1
3 oda Noun 4
3 milletvekilleri Noun 3
3 tonlamalar Noun 1
3 duramayacak Adj 1
3 kırım Noun 3
3 saatlerde Noun 1
3 magadan Noun 1
3 kesimden Noun 1
3 koyduğu Adj 1
3 sürerdi Verb 1
3 yürüyelim Verb 1
3 sandalyesinde Noun 1
3 huzursuz Noun 1
3 yayınlandı Verb 1
3 zorunda_kaldığını Noun 1
3 becerisi Noun 1
3 gelebiliriz Verb 1
3 olabilir Verb 12
3 kaldığına Noun 1
3 kafayı Noun 1
3 tamamını Noun 1
3 mezun_olan Adj 1
3 duyduk Verb 2
3 utandığım Noun 1
3 sevindiriyor Verb 1
3 vaktiydi Verb 1
3 soyu Noun 1
3 ziyaretlerde Noun 1
3 üzeri Noun 1
3 yanlış Noun 6
3 görüntüsünün Noun 1
3 bluzundan Noun 1
3 toplantısında Noun 3
3 takılıp Adv 1
3 nüfuslu Adj 1
3 i̇slam Noun 1
3 düzenlediği Adj 2
3 eğilimleri Noun 2
3 dindiriyor Verb 1
3 yapmadığını Noun 1
3 rastlamadığım Adj 1
3 çaktı Verb 1
3 yöneliktir Verb 1
3 izlediklerini Noun 1
3 lokantayı Noun 1
3 kaygılarınızda Noun 1
3 fiziksel Adj 4
3 tacirleri Noun 2
3 maalesef Adv 1
3 zorunluluktan Noun 1
3 bekletilen Adj 1
3 saygılı Adj 1
3 yüzeyinde Noun 1
3 kıyısına Noun 1
3 oynamadım Verb 1
3 yoğunlaştıran Adj 1
3 düzeltilmesini Noun 1
3 gündüzleri Adv 1
3 sayın Adj 4
3 yeltsin Noun 1
3 harekete Noun 2
3 şube Noun 2
3 olmuyor Verb 6
3 devrimlerini Noun 1
3 iyi Adj 45
3 toplumları Noun 1
3 i̇nönü_meydanı'nda Noun 1
3 hablemitoğlu'nun Noun 5
3 işletmecilere Noun 1
3 kobi̇ Noun 1
3 öğlen Noun 2
3 gözünde Noun 1
3 barışsalar Verb 1
3 yurttaş Noun 1
3 açmaya Noun 1
3 atılmaz Verb 1
3 yaslandı Verb 2
3 soyup Adv 1
3 makamlarda Noun 1
3 düzey Noun 1
3 gelmiş Verb 6
3 makineme Noun 1
3 bütçesinin Noun 1
3 indikçe Adv 1
3 öğeleri Noun 1
3 kavramları Noun 1
3 netice Noun 1
3 anımsamamanız Noun 1
3 kararsız Adj 1
3 inandırmışsın Verb 1
3 tasarılar Noun 1
3 olmayacağı Adj 1
3 yavaş Adj 2
3 bağcılar_cumhuriyet_başsavcılığı Noun 1
3 adam Noun 41
3 yerleri Noun 3
3 yapılandırma Noun 1
3 yazdım Verb 4
3 gruba Noun 1
3 düzenli Adj 2
3 ek Adj 1
3 büzülürüm Verb 1
3 nisan Noun 3
3 ismine Noun 2
3 atıldı Verb 1
3 kullanmadım Verb 1
3 sırık Noun 1
3 elinde Noun 9
3 istediğim Adj 2
3 yeğenine Noun 1
3 biçimi Noun 2
3 kimbilir Adj 3
3 görünüşü Noun 2
3 gördü Verb 3
3 hissediyorum Verb 1
3 büyütülüyor Verb 1
3 dokuz Noun 1
3 pekiyi Conj 1
3 diyen Adj 4
3 dolaştığım Adj 1
3 çekmedi Verb 1
3 demir Noun 1
3 havadaki Adj 1
3 düşmeyeceğini Noun 1
3 muhalifleri Noun 2
3 mehmet_ali_şahin Noun 1
3 aldılar Verb 2
3 anlamak Noun 3
3 boğayı Noun 2
3 beyoğlu Noun 1
3 ideolojisine Noun 1
3 aramızı Noun 1
3 yaşamaktı Verb 1
3 underhill'i Noun 1
3 titriyor Verb 1
3 göstergelerde Noun 1
3 gerçeği Noun 4
3 kolumu Noun 1
3 gök Noun 2
3 astrolojiye Noun 1
3 tanıdığım Adj 1
3 anlatamayacağım Adj 1
3 karşısına Noun 4
3 üyeliklerinin Noun 1
3 tazminatlarının Noun 1
3 kışkırtıcıların Noun 1
3 marquez'in Noun 1
3 düzenlemeyle Noun 1
3 sormamıştı Verb 1
3 kimlik Noun 1
3 getirdi Verb 3
3 eleştirmeyi Noun 1
3 doğru. Interj 1
3 kahvelerden Noun 1
3 mutluydum Verb 1
3 önceden Noun 1
3 kilometre Noun 1
3 oldun Verb 1
3 dakika Noun 5
3 çarptı Verb 1
3 hevesini Noun 1
3 anap'tan Noun 1
3 kutuları Noun 1
3 beyefendi Noun 1
3 gezintiler Noun 1
3 olan_biten Adj 1
3 sımsıkı Adv 1
3 rugan Noun 1
3 george_politzer'in Noun 1
3 kadife Adj 2
3 çıktığı Noun 1
3 demedi Verb 1
3 kenarda Noun 2
3 yalın Noun 1
3 yanılmadığımı Noun 1
3 görüntüsüyle Noun 1
3 sevebilir Verb 1
3 sayın_uğur_tanyeli'nin Noun 1
3 savunuldu Verb 1
3 ilişkimizin Noun 1
3 an Noun 29
3 yapmamız Noun 1
3 antalya Noun 1
3 korkutuyor Verb 2
3 i̇tü'yü Noun 1
3 anlatımlara Noun 1
3 elbiseleri Noun 1
3 eş Noun 1
3 demiştim Verb 1
3 değinmek Noun 1
3 kararlı Adj 1
3 bulmuyorum Verb 1
3 çizmeleri Noun 2
3 gel Verb 4
3 tozlu Adj 1
3 düzlem Noun 1
3 inerken Adv 2
3 günüm Noun 1
3 kapatılmıştı Verb 1
3 mahmut_beyi Noun 2
3 aşağı Adj 2
3 sarılıyorlar Verb 1
3 zorunlu Adj 1
3 kaçıyor Verb 1
3 ceviz Noun 2
3 bozukluğuyla Noun 1
3 döndürülmüş Adj 1
3 değildi Verb 16
3 tıkıştırdığı Adj 1
3 avrupa'dan Noun 3
3 görüşmeye Noun 1
3 kirk Num 2
3 deneycilere Noun 1
3 arkada Noun 1
3 şıngırdattım Verb 1
3 kuma Noun 1
3 çağırmadı Verb 1
3 kucaklayan Adj 1
3 kazanç Noun 1
3 yiyorlardı Verb 1
3 kastımın Noun 1
3 gideceğiz Verb 2
3 oldum Verb 1
3 olduğundan Noun 3
3 ceza'nın Noun 1
3 öpüşmelere Noun 1
3 alekseyev'in Noun 1
3 tanıdığı Noun 1
3 çıkartmış Verb 1
3 yıldır Adv 4
3 dosyayı Noun 5
3 kolordu_komutanlığı'nda Noun 1
3 elektron Noun 3
3 önergeler Noun 1
3 refahyol Noun 1
3 bond Noun 1
3 tozlarından Noun 1
3 çık Verb 1
3 gidici Adj 1
3 halk_bankası Noun 1
3 garip Adj 4
3 kanıtlanmış Verb 1
3 vereceğini Noun 1
3 düşünsene Verb 1
3 kökenli Adj 1
3 yaklaşımdan Noun 1
3 i̇bo_abim Noun 1
3 yaşamaktadır Verb 1
3 yıktılar Verb 1
3 cihan_demirci Noun 1
3 makinelerimiz Noun 1
3 kıvılcım Noun 1
3 çocuklar Noun 9
3 bunlar Pron 29
3 yaptığı Noun 1
3 seksen Num 2
3 propaganda Noun 2
3 zeytin_peynirin Noun 1
3 yaptırma Noun 1
3 yerine_gelmiş Verb 1
3 geliyoruz Verb 1
3 bırakmıştı Verb 1
3 yan_yana Noun 3
3 toplumların Noun 3
3 kuklası Noun 1
3 kurallarının Noun 1
3 ezmesini Noun 1
3 erkekler Noun 10
3 mebrure'nin Noun 1
3 geçmesi Noun 1
3 korurken Adv 1
3 kahramanının Noun 3
3 olduğumu Noun 2
3 herkesten Noun 1
3 mehmet_karamutlu Noun 2
3 korkulan Adj 1
3 devam_edecek Verb 1
3 özgür_ils Noun 1
3 yankılanan Adj 1
3 enkaz Noun 1
3 genelkurmay_başkanı_org Noun 1
3 zorlayayım Verb 1
3 belirlenmesi Noun 1
3 unutmuştum Verb 2
3 günlük Adj 4
3 borsada Noun 4
3 ele_alınsın Verb 1
3 kahrolsun Verb 1
3 sıkıntı Noun 2
3 döke_saça Verb 1
3 tanışması Noun 1
3 uzunluklarda Noun 1
3 bakacaksın Verb 1
3 dilime Noun 1
3 taşınacak Verb 1
3 kişiliklere Noun 1
3 i̇nan Verb 1
3 alıcı Adj 1
3 gördünüz Verb 1
3 dağıtılmak Noun 1
3 ali Noun 3
3 griydi Verb 1
3 anlayabilir Verb 1
3 makarna Noun 2
3 bile_bile Verb 1
3 öte Adj 1
3 eskilerin Noun 1
3 içine_kapanık Adj 1
3 tutunacak Adj 1
3 adım_adım Noun 3
3 olmayana Noun 1
3 atölyeden Noun 1
3 biraları Noun 1
3 cumhurbaşkanı Noun 8
3 şaka Noun 1
3 atmış Adj 1
3 burjuvazi Noun 2
3 dairedeki Adj 1
3 edildi Verb 1
3 eşitlik Noun 1
3 ford Noun 1
3 oluyorlardı Verb 1
3 kıpırdamadan Adv 1
3 mekanın Noun 1
3 büyük Adj 67
3 anlayamadığım Adj 1
3 sıkıntılı Noun 1
3 pilot_yunak'ın Noun 1
3 gurbet Noun 1
3 ayağımıza Noun 1
3 yaratabiliyorsanız Verb 1
3 görevi Noun 1
3 taburede Noun 1
3 önermişti Verb 3
3 temsilcisi Noun 1
3 midemizle Noun 1
3 alışıktı Verb 1
3 satışlar Noun 2
3 başörtülerini Noun 1
3 parçalarını Noun 2
3 yanıtı Noun 1
3 alışverişlerde Noun 1
3 genel_başkanı Noun 3
3 bağlantılı Adj 1
3 emin_olamam Verb 1
3 başlangıcı Noun 4
3 hazır_ola_geçip Adv 1
3 analiz_ederken Adv 1
3 taşındı Verb 1
3 ankara Noun 2
3 i̇mkb'nin Noun 3
3 öğretmenimize Noun 1
3 haşlanacak Verb 1
3 zedelemeyerek Adv 1
3 gösteri Noun 1
3 bütçe Noun 5
3 örnek_alınması Noun 1
3 erkenden Adv 1
3 yapmadım Verb 1
3 göz Noun 11
3 geceyi Noun 4
3 soyulacak Verb 1
3 vurgulayan Adj 4
3 annesinden Noun 1
3 sinirleri Noun 1
3 iddiaya Noun 1
3 kızartılıyor Verb 1
3 musunuz Ques 9
3 ikramiyenin Noun 1
3 yürümeye Noun 3
3 istedim Verb 6
3 kendim Pron 2
3 gelemeyecekse Verb 1
3 mehmet_alp_korger Noun 1
3 şifresi Noun 1
3 samimiyete Noun 1
3 mezelerle Noun 1
3 spotunda Noun 1
3 trilyon Num 6
3 kutudan Noun 2
3 işlerlik Noun 1
3 muzaffer_olacaktı Verb 1
3 kurulması Noun 2
3 doktorla Noun 1
3 numaraya Noun 1
3 uyuyakaldığı Noun 1
3 tarzını Noun 1
3 avcuna Noun 1
3 kuzey_kıbrıs'tan Noun 1
3 elzem Adj 1
3 sevişmeye Noun 1
3 geçirebilmekte Noun 1
3 açılacak Verb 1
3 donunu Noun 3
3 kullanmayı Noun 1
3 tedirginlikleri Noun 1
3 fazlası Noun 3
3 ayakkabılar Noun 1
3 ak Adj 3
3 bakanlar Noun 4
3 odalarla Noun 1
3 ırmak Noun 2
3 olasılıkla Noun 2
3 yasaklıyor Verb 1
3 öğreneceğim Verb 1
3 ihtilafları Noun 1
3 yararı Noun 1
3 saniye Noun 1
3 belirlenirken Adv 1
3 oyunlar Noun 1
3 soluk_soluğa Noun 3
3 evden Noun 4
3 oradaydı Verb 2
3 kişilerce Noun 1
3 hissediyordum Verb 2
3 taşınma Noun 1
3 haftalığımla Noun 1
3 mutfak Noun 4
3 ateş Noun 5
3 doğu_akdeniz_üniversitesi'nde Noun 1
3 çekiyordu Verb 1
3 sarıldı Verb 1
3 kürkler Noun 1
3 evren Noun 2
3 nedenle Noun 5
3 avukat Noun 6
3 koşmaktan Noun 1
3 parçacıklar Noun 6
3 bölgesi Noun 1
3 can Noun 5
3 kocası Noun 6
3 i̇ngilizcesinden Noun 1
3 hukuk Noun 1
3 dünyayı Noun 3
3 türünden Noun 1
3 verir Verb 4
3 barış'tan Noun 1
3 türetilmiş Verb 1
3 buzdolabına Noun 2
3 doğrultulmuş Verb 1
3 potansiyelinden Noun 1
3 enine_boyuna Noun 1
3 duyarsam Verb 1
3 gemi Noun 4
3 muydu Ques 1
3 değerlendirilmesi Noun 1
3 ipler Noun 1
3 haberini Noun 1
3 inişi Noun 1
3 yazıldığını Noun 1
3 çorumlu Noun 1
3 yaşamış Verb 1
3 tarafsız Noun 1
3 silahlı Adj 1
3 yayımlanmıştı Verb 1
3 yatırma Noun 1
3 işın_çelebi'yi Noun 1
3 kıramam Verb 1
3 emaye Adj 1
3 ortaçağ'a Noun 1
3 acıdan Noun 1
3 kriterlerine Noun 1
3 kuşkuyla Noun 1
3 değerlerin Noun 1
3 okullarda Noun 2
3 kuru Adj 6
3 çalışamaz Adj 1
3 taratorları Noun 1
3 diyip Adv 1
3 karıştı Verb 2
3 ederek Adv 1
3 fezlekesi Noun 1
3 vergi Noun 18
3 üstün Adj 2
3 hani Adv 1
3 kuşatmazlar Verb 1
3 açılmıştı Verb 3
3 süreçlere Noun 2
3 maliyetleri Noun 1
3 tck'nın Noun 3
3 üzülür Adj 1
3 sürerek Adv 1
3 acım Noun 1
3 değindiğiniz Adj 1
3 alışır Verb 4
3 hedefleri Noun 2
3 etli Adj 1
3 günün Noun 3
3 başkalarını Noun 1
3 uçurumundan Noun 1
3 kalmaları Noun 1
3 tobb Noun 3
3 alanın Noun 1
3 gülümser Verb 1
3 the_dialogues_of_hylas_and_philonous Noun 1
3 işbirliği Noun 1
3 kral Noun 1
3 sobada Noun 1
3 çıkanı Noun 1
3 geldiniz Verb 6
3 dinginliğine Noun 1
3 sayıyordu Verb 1
3 üstümdekiler Noun 1
3 maaş Noun 3
3 çıkarılması Noun 1
3 üstündekiler Noun 1
3 sektörüne Noun 1
3 deliğimi Noun 1
3 istediklerimi Noun 2
3 kaçıp Adv 1
3 ils Noun 1
3 halim_tokmakçıoğlu Noun 1
3 götürüyoruz Verb 1
3 dizi Noun 2
3 olmalı Verb 5
3 evleneceğini Noun 1
3 örnek Noun 1
3 var Verb 69
3 cinayet Noun 12
3 çimenlerin Noun 1
3 celal'e Noun 1
3 mazbut Adj 1
3 sıkıntıyla Noun 2
3 anıt Noun 1
3 tıpatıp Adv 1
3 onikinci. Num 1
3 insanlarının Noun 2
3 bildirilerinin Noun 1
3 ana'dan Noun 1
3 gösterebilir Verb 1
3 sokuyor Verb 1
3 boynuzlarıyla Noun 1
3 konuşmayla Noun 1
3 şansını Noun 1
3 yarısını Noun 1
3 terörün Noun 1
3 koşan Adj 3
3 karışıklıklara Noun 1
3 kopuk Adj 1
3 boyluydu Verb 1
3 kiralanması Noun 1
3 öne_açılan Adj 1
3 vurguladıkları Noun 1
3 sağlanıyor Verb 2
3 kapkara Adj 1
3 rehbere Noun 1
3 kafasına Noun 3
3 i̇talya'da Noun 2
3 sıçrama Noun 1
3 davalarda Noun 1
